,tweet_id,user_id,location_id,created_at,language,source,tweet_mentions,reply_settings,possibly_sensitive,like_count,retweet_count,quote_count,reply_count,text,country,place_type,location_geo,longitude,latitude
117,1020627859344326656,784113198077272064,50a87753238ec07f,2018-07-21 11:13:38+00:00,nl,No source,No mention,everyone,False,12,3,1,2,Verzameling 21-juli gevoelens...😉 https://t.co/vuGBoKt0ay,Belgique,city,Herentals,51.15946015,4.82910865
120,1018994011804233728,949202219399868416,2a8a74486cd0d519,2018-07-16 23:01:19+00:00,nl,No source,No mention,everyone,False,0,0,0,1,Erg dat ik dit over mijn eigen ras moet zeggen dat de meeste nooit serieus zijn en altijd me een meisje haar gevoelens moeten spelen,Belgique,city,Anvers,51.2605565,4.35819025
121,1018961490848702464,3416775304,326027bf66fff962,2018-07-16 20:52:05+00:00,nl,No source,No mention,everyone,False,107,41,5,2,Mannelijk geslacht blijft me degouteren ik snap jullie niet. Wollah me ik snap jullie ik blijf er van verbaasd hoe jullie zo hard met gevoelens kunnen spelen phel jullie spelen voetbal putain bende imbeciles de merde wollah,Belgique,city,Kasterlee,51.2408069,4.9468399000000005
123,1017501254241710080,548591530,d4981b9e9f0695b5,2018-07-12 20:09:37+00:00,nl,No source,No mention,everyone,False,7,3,0,0,Ik vind gevoelens krijgen voor iemand echt angstaanjagend,Belgique,city,Hoogstraten,51.440363500000004,4.7586089000000005
124,1016032764477562880,404006311,2a8a74486cd0d519,2018-07-08 18:54:22+00:00,nl,No source,"arcinho,TheFev",everyone,False,0,0,0,0,@arcinho @TheFev Nog steeds anti-Belgische gevoelens in deze episode?,Belgique,city,Anvers,51.2605565,4.35819025
125,1014591995325665280,2302243012,cbccad0db97a1fff,2018-07-04 19:29:16+00:00,nl,No source,nathalieboon,everyone,False,0,0,0,0,@nathalieboon Hahahaha ok ik was effe over mijn gevoelens aant praten ok,Belgique,city,Kapellen,51.328623750000006,4.45498255
131,1032536718510047232,967161636728573952,2a8a74486cd0d519,2018-08-23 07:55:11+00:00,nl,No source,felixpakhuis,everyone,False,0,0,0,0,"De laatste #throwbackthursday! Mijn bezoek aan @felixpakhuis (een van de #smaakmeesters2017) bezorgde me gemengde gevoelens. Het hoofdgerecht was heerlijk, maar de bekroonde appeltaart voldeed niet aan de hoge verwachtingen.… https://t.co/FFQVEfv9Fh https://t.co/USfzhpJpRe",Belgique,city,Anvers,51.2605565,4.35819025
133,1031467069374693377,237332694,2a8a74486cd0d519,2018-08-20 09:04:47+00:00,nl,No source,No mention,everyone,False,0,0,0,0,@aquachicchan True 😭 maar idk what do no more want hij is zo leuk als vriend tbh maar kan gewoon geen gevoelens krijgen,Belgique,city,Anvers,51.2605565,4.35819025
134,1030370751206092800,1219125632,2a8a74486cd0d519,2018-08-17 08:28:25+00:00,nl,No source,"WilliamWilde2,Deopiniemaker",everyone,False,0,0,0,0,"@WilliamWilde2 @Deopiniemaker oh ja, dat is zoals ir-theoristen (Hedley Bull en anderen) dat hebben overgenomen, maar anomie voor Durkheim is een sociologisch concept, dat staat voor (onder andere, en complexer) eenzaamheid, gevoelens van nutteloosheid, normloosheid etc. etc",Belgique,city,Anvers,51.2605565,4.35819025
135,1028955461440208896,4848607288,2a8a74486cd0d519,2018-08-13 10:44:33+00:00,nl,No source,No mention,everyone,False,3,5,0,0,"Je had moeten Stacken je zat maar even goed , gevoelens aan de kant ik wil alleen weten hoe die 💸 voelt",Belgique,city,Anvers,51.2605565,4.35819025
144,1045409203572084736,813506256203902976,2a8a74486cd0d519,2018-09-27 20:25:51+00:00,nl,No source,No mention,everyone,False,1,0,0,0,Advocaat voor men gevoelens dus ik ken men rechten,Belgique,city,Anvers,51.2605565,4.35819025
147,1042502998562353152,3429820179,572416d95b25a915,2018-09-19 19:57:38+00:00,nl,No source,No mention,everyone,False,1,0,0,0,Gastjes van 16 die tegen mij zeggen “ik heb gevoelens voor u” en 2 dagen later een vriendin hebben😂 ik denk da gij gevoelens voor iedereen hebt dan🙃,Belgique,city,Brecht,51.32899025,4.63238675
148,1042053533170917376,367655172,2a8a74486cd0d519,2018-09-18 14:11:37+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Gemengde gevoelens and im catch up,Belgique,city,Anvers,51.2605565,4.35819025
152,1039586335969996801,705149122110738434,6d6198a460e4073a,2018-09-11 18:47:51+00:00,nl,No source,No mention,everyone,False,10,7,0,1,"Desondanks alles wat er gebeurt is zijn mijn gevoelens voor u nog steeds dezelfde, ik zie u nog steeds verschrikkelijk graag en kan echt niet om met deze leegte...",Belgique,city,Malines,51.0348807,4.45953225
159,1053761085327790080,3429820179,572416d95b25a915,2018-10-20 21:33:15+00:00,nl,No source,No mention,everyone,False,1,0,0,0,"Wees gewoon eerlijk en zeg uw gevoelens, da maakt alles zoveel makkelijker.. dan hoef ik nie constant na te denken..",Belgique,city,Brecht,51.32899025,4.63238675
164,1051743200715702272,188265422,2a8a74486cd0d519,2018-10-15 07:54:54+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Verkiezingsresultaten en coalities in #brussel check. Gemengde gevoelens,Belgique,city,Anvers,51.2605565,4.35819025
165,1051442512613822464,4692102571,2a8a74486cd0d519,2018-10-14 12:00:04+00:00,nl,No source,No mention,everyone,False,0,0,0,1,@melhayat_jung Traditionele partijen spelen ook in op de gevoelens van de kiezer door die argumenten te verkondigen.,Belgique,city,Anvers,51.2605565,4.35819025
167,1050864308517785601,861941965,2a8a74486cd0d519,2018-10-12 21:42:29+00:00,nl,No source,No mention,everyone,False,14,13,0,0,Triestig hoe sommige mensen zo dom kunnen zijn om met liefde en gevoelens te spelen alsof het niks is 🙃,Belgique,city,Anvers,51.2605565,4.35819025
173,1047834712872505345,164592527,2a8a74486cd0d519,2018-10-04 13:03:58+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Wandel niet in je gevoelens,Belgique,city,Anvers,51.2605565,4.35819025
174,1047511789343322112,94388761,2a8a74486cd0d519,2018-10-03 15:40:47+00:00,nl,No source,No mention,everyone,False,16,1,0,2,"Ik haalde net een paar Naanbroodjes uit de oven en zei hardop 'Naandayo'.

Gemixte gevoelens hierover, tbh",Belgique,city,Anvers,51.2605565,4.35819025
176,1067775196927528960,89169581,50a87753238ec07f,2018-11-28 13:40:19+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Hoe je je negatieve gevoelens en gedachten kan gebruiken als een geweldig emotioneel GPS systeem.

Het is eigenlijk heel erg simpel - bijna om mee te lachen.  
Dus:

Als je je goed en… https://t.co/1FNqj7MQaZ",Belgique,city,Herentals,51.15946015,4.82910865
178,1067060393460330498,793378412505264128,4c9bbfa11e396ed1,2018-11-26 14:19:57+00:00,nl,No source,No mention,everyone,False,0,1,0,0,Mijn gevoelens hebben meestal gelijk,Belgique,city,Mortsel,51.175232550000004,4.4583958500000005
181,1065686027841478656,306904969,6d6198a460e4073a,2018-11-22 19:18:43+00:00,nl,No source,No mention,everyone,False,3,0,0,0,Negatieve gevoelens leiden tot verwaarlozing.,Belgique,city,Malines,51.0348807,4.45953225
195,1077540851889459200,2794351164,2a8a74486cd0d519,2018-12-25 12:25:33+00:00,nl,No source,mehmet_kara03,everyone,False,1,0,0,1,@mehmet_kara03 Gij klinkt als een wijf wiens hart is gebroken blijf in uw zone abicim ik wou uw gevoelens nie kwetsen,Belgique,city,Anvers,51.2605565,4.35819025
196,1077347829759332352,2794351164,beef10110d8ebbb8,2018-12-24 23:38:33+00:00,nl,No source,amani58_,everyone,False,0,0,0,0,@amani58_ Heb ik jullie gevoelens gekwetst smahle broer ik wist nie dat jullie 2000 kids zo gevoelig waren 😢,Belgique,city,Sint-Katelijne-Waver,51.0623327,4.5360727999999995
197,1077321800839806976,2794351164,beef10110d8ebbb8,2018-12-24 21:55:07+00:00,nl,No source,AmberSetta,everyone,False,0,0,0,0,@ambersetta We willen geen gevoelens kwetsen he 😅,Belgique,city,Sint-Katelijne-Waver,51.0623327,4.5360727999999995
199,1076153237252816896,2980012199,74db34727260380a,2018-12-21 16:31:40+00:00,nl,No source,"DaveSinardet,radio1be,ludoroels",everyone,False,0,0,0,0,"@DaveSinardet @radio1be @ludoroels Zoals steeds geeft men zijn mening zonder de inhoud te kennen en geeft men zijn persoonlijke gevoelens weer die niks met de bestuursovereenkomst te maken heeft. Typisch Sinardet,het valt wat tegen .",Belgique,city,Lint,51.12906055,4.49988735
202,1075355837454053376,2260525500,0a25d830ec1e8339,2018-12-19 11:43:05+00:00,nl,No source,SafaiDarya,everyone,False,0,0,0,0,@SafaiDarya Of mag dat niet uit 'respect' of politieke correctheid? Of beledigen we weer iemand? Iemand zijn gevoelens?,Belgique,city,Schilde,51.257782250000005,4.58132635
205,1073344728278671360,838057103948402688,2a8a74486cd0d519,2018-12-13 22:31:39+00:00,nl,No source,No mention,everyone,False,33,14,0,0,Ik heb gwn iemand nodig waarmee ik kan bellen en al mijn gevoelens kan uiten :(,Belgique,city,Anvers,51.2605565,4.35819025
207,1072636519406559232,462925415,e9347d8254723781,2018-12-11 23:37:29+00:00,nl,No source,LieselotVanMol,everyone,False,0,0,0,0,"@JorisssPoppe @LieselotVanMol Volledig met jullie eens. Jullie vertolken ook mijn wrange gevoelens tov een groot gedeelte van ons ""Vlaamse volk"".",Belgique,city,Geel,51.1658325,4.98608555
208,1072475437144698880,848241157968736257,2a8a74486cd0d519,2018-12-11 12:57:24+00:00,nl,No source,"juffratoertjes,ong_wanhoop",everyone,False,0,0,0,0,"@JuffraToertjes @ong_wanhoop Van dat kwetsen snap ik je wel , ik heb het ook al meegemaakt .. het doet heel veel pijn ik weet het maar het heeft mij niet tegen gehouden om opnieuw verliefd te worden ..zijn de gevoelens wederzijds ?",Belgique,city,Anvers,51.2605565,4.35819025
209,1070716657402896384,4850942416,e9347d8254723781,2018-12-06 16:28:38+00:00,nl,No source,No mention,everyone,False,0,0,0,1,Wanneer je weet dat niemand nog met je inzit... Mijn gevoelens zijn nooit echt belangrijk geweest. Maar nu is het echt erger dan erg. Nog nooit heb ik zo koud geweten. Ik denk niet dat jij ooit nog zal veranderen...,Belgique,city,Geel,51.1658325,4.98608555
